Event,Object Number,Raw Centroid X,Area_MC,Time,Raw Max Pixel_SSC - 773/56 - A1,SSC - 773/56 - A1,UCI_SSC - 773/56 - A1,Area_SSC - 773/56 - A1,Aspect Ratio_SSC - 773/56 - A1,Raw Max Pixel_488 - 773/56 - C1,488 - 773/56 - C1,UCI_488 - 773/56 - C1,Area_488 - 773/56 - C1,Aspect Ratio_488 - 773/56 - C1,Raw Max Pixel_488 - 528/46 - C3,488 - 528/46 - C3,UCI_488 - 528/46 - C3,Area_488 - 528/46 - C3,Aspect Ratio_488 - 528/46 - C3,Raw Max Pixel_488 - 583/24 - C4,488 - 583/24 - C4,UCI_488 - 583/24 - C4,Area_488 - 583/24 - C4,Aspect Ratio_488 - 583/24 - C4,Raw Max Pixel_488 - 611/31 - C5,488 - 611/31 - C5,UCI_488 - 611/31 - C5,Area_488 - 611/31 - C5,Aspect Ratio_488 - 611/31 - C5,Raw Max Pixel_488 - 702/87 - C6,488 - 702/87 - C6,UCI_488 - 702/87 - C6,Area_488 - 702/87 - C6,Aspect Ratio_488 - 702/87 - C6,Raw Max Pixel_FSC - 456/51 - D2,FSC - 456/51 - D2,UCI_FSC - 456/51 - D2,Area_FSC - 456/51 - D2,Aspect Ratio_FSC - 456/51 - D2
55,54,4.97561,531.36,0.322,55079,163556.39,163556.39,492.48,0.6059287,138,232.52069,232.52069,0,1,130,307.99655,307.99655,0,1,145,202.44827,202.44827,0,1,133,199.30345,199.30345,0,1,145,236.45172,236.45172,0,1,33797,177200.52,177200.52,453.6,0.9377167
56,55,22.467289,1386.72,0.344,65535,273940.94,273940.94,1296,0.28967687,147,615.0103,615.0103,0,1,126,611.66895,611.66895,0,1,144,554.2759,554.2759,0,1,147,540.5172,540.5172,0,1,149,633.0931,633.0931,0,1,65535,383073.6,383073.6,777.6,0.9016361
57,56,13.917431,1412.64,0.352,65535,328465.44,328465.44,1257.12,0.36200592,138,664.5414,664.5414,0,1,122,548.969,548.969,0,1,141,440.8655,440.8655,0,1,134,356.34827,356.34827,0,1,146,615.7966,615.7966,0,1,65535,365006.75,365006.75,790.56,0.8928418
58,57,7.4545455,142.56,0.352,6212,11984.9375,11984.9375,116.64,0.63892734,126,46.189655,46.189655,0,1,117,62.306896,62.306896,0,1,138,78.42414,78.42414,0,1,133,89.62759,89.62759,0,1,139,29.48276,29.48276,0,1,4389,9534.531,9534.531,103.68,0.21249059
59,58,16.2,129.6,0.352,183,284.80344,284.80344,25.92,0,127,57,57,0,1,118,76.655174,76.655174,0,1,138,79.4069,79.4069,0,1,136,109.28276,109.28276,0,1,149,78.03104,78.03104,0,1,1540,4688.545,4688.545,116.64,0.39010718
60,59,10,90.72,0.359,587,1299.9932,1299.9932,51.84,0.6702816,121,29.48276,29.48276,0,1,122,44.027588,44.027588,0,1,133,15.527586,15.527586,0,1,132,46.97586,46.97586,0,1,134,8.451724,8.451724,0,1,2539,4990.452,4990.452,90.72,0.19220063
61,60,4.6666665,38.88,0.382,145,71.151726,71.151726,0,1,130,24.175861,24.175861,0,1,116,21.817242,21.817242,0,1,137,31.84138,31.84138,0,1,128,23.586206,23.586206,0,1,139,15.527586,15.527586,0,1,860,1390.0138,1390.0138,38.88,0.31455392
62,61,13.634921,816.48,0.382,22970,158730.66,158730.66,751.68,0.41312224,132,405.8793,405.8793,0,1,128,382.09656,382.09656,0,1,143,326.8655,326.8655,0,1,139,305.44138,305.44138,0,1,145,384.2586,384.2586,0,1,24692,183458.02,183458.02,596.16,0.83188194
63,62,9.923077,673.92,0.382,28039,138418.8,138418.8,622.08,0.5358338,137,305.24484,305.24484,0,1,123,471.72415,471.72415,0,1,140,317.03793,317.03793,0,1,139,278.31723,278.31723,0,1,143,257.2862,257.2862,0,1,31057,184044.23,184044.23,557.28,0.86074746
64,63,6.625,103.68,0.39,504,1150.5245,1150.5245,64.8,0.66395473,119,24.372414,24.372414,0,1,113,59.751724,59.751724,0,1,134,22.603449,22.603449,0,1,128,12.775862,12.775862,0,1,139,41.07931,41.07931,0,1,3735,4722.1553,4722.1553,77.76,0.3152635
65,64,10.033708,1153.44,0.395,65535,249240.7,249240.7,1023.84,0.31392336,143,537.7655,537.7655,0,1,126,619.7276,619.7276,0,1,138,465.02133,465.02133,0,1,134,463.66553,463.66553,0,1,148,332.95862,332.95862,0,1,64684,402619.16,402619.16,790.56,0.91975707
66,65,22.666666,38.88,0.402,115,9.237931,9.237931,0,1,120,7.6655173,7.6655173,0,1,113,18.475863,18.475863,0,1,133,21.424137,21.424137,0,1,138,16.706896,16.706896,0,1,137,13.955173,13.955173,0,1,1252,1483.3759,1483.3759,38.88,0.23925266
67,66,15,129.6,0.409,5696,11563.138,11563.138,103.68,0.22057064,125,57.196552,57.196552,0,1,115,34.00345,34.00345,0,1,138,60.931034,60.931034,0,1,137,59.751724,59.751724,0,1,148,57,57,0,1,3932,9277.4375,9277.4375,90.72,0.69954515
68,67,19.348837,557.28,0.409,59060,138498.97,138498.97,518.4,0.5478153,131,290.11035,290.11035,0,1,128,311.73105,311.73105,0,1,146,304.65518,304.65518,0,1,146,282.6414,282.6414,0,1,150,276.15518,276.15518,0,1,50999,183848.98,183848.98,440.64,0.90006036
69,68,18.666666,116.64,0.417,562,1321.1284,1321.1284,64.8,0.58448774,129,52.872414,52.872414,0,1,118,36.755173,36.755173,0,1,137,54.837933,54.837933,0,1,136,62.7,62.7,0,1,145,41.07931,41.07931,0,1,3715,5156.338,5156.338,77.76,0.28005546
70,69,16.69697,427.68,0.417,28668,101532.87,101532.87,427.68,0.7250443,134,184.95517,184.95517,0,1,117,136.40689,136.40689,0,1,136,147.02069,147.02069,0,1,130,162.74483,162.74483,0,1,145,152.13103,152.13103,0,1,20981,62589.734,62589.734,298.08,0.58092755
71,70,27,77.76,0.417,917,1273.4586,1273.4586,38.88,0.7044247,128,27.124138,27.124138,0,1,112,17.689655,17.689655,0,1,132,15.331035,15.331035,0,1,142,41.275864,41.275864,0,1,143,32.03793,32.03793,0,1,1651,4690.314,4690.314,64.8,0.94125164
72,71,28.8,324,0.424,20046,68559.99,68559.99,324,0.6754746,132,160.58276,160.58276,0,1,114,118.12759,118.12759,0,1,138,129.72414,129.72414,0,1,142,161.36897,161.36897,0,1,147,141.91034,141.91034,0,1,13581,32890.305,32890.305,168.48,0.49423018
73,72,20.571428,90.72,0.432,689,1217.4414,1217.4414,77.76,0.8232449,126,36.755173,36.755173,0,1,119,48.548275,48.548275,0,1,134,30.268965,30.268965,0,1,140,68.203445,68.203445,0,1,138,22.603449,22.603449,0,1,3322,4868.3896,4868.3896,64.8,0.20180997
74,73,25.666666,116.64,0.432,501,1253.6069,1253.6069,77.76,0.6969035,122,18.672413,18.672413,0,1,112,52.08621,52.08621,0,1,136,47.958622,47.958622,0,1,149,79.21034,79.21034,0,1,146,41.07931,41.07931,0,1,3225,4922.8345,4922.8345,64.8,0.18509701
75,74,22.6,64.8,0.432,762,1110.7137,1110.7137,51.84,0.46707472,122,8.255173,8.255173,0,1,116,45.010345,45.010345,0,1,137,21.817242,21.817242,0,1,139,31.448277,31.448277,0,1,140,29.286207,29.286207,0,1,2627,4722.9414,4722.9414,51.84,0.17786849
76,75,23.4,64.8,0.439,168,104.76207,104.76207,0,1,127,40.489655,40.489655,0,1,117,22.996552,22.996552,0,1,134,30.66207,30.66207,0,1,138,15.92069,15.92069,0,1,146,41.07931,41.07931,0,1,1141,1918.3448,1918.3448,64.8,0.2724752
