Event,Object Number,Raw Centroid X,Area_MC,Time,Raw Max Pixel_SSC - 773/56 - A1,SSC - 773/56 - A1,UCI_SSC - 773/56 - A1,Area_SSC - 773/56 - A1,Aspect Ratio_SSC - 773/56 - A1,Raw Max Pixel_488 - 773/56 - C1,488 - 773/56 - C1,UCI_488 - 773/56 - C1,Area_488 - 773/56 - C1,Aspect Ratio_488 - 773/56 - C1,Raw Max Pixel_488 - 528/46 - C3,488 - 528/46 - C3,UCI_488 - 528/46 - C3,Area_488 - 528/46 - C3,Aspect Ratio_488 - 528/46 - C3,Raw Max Pixel_488 - 583/24 - C4,488 - 583/24 - C4,UCI_488 - 583/24 - C4,Area_488 - 583/24 - C4,Aspect Ratio_488 - 583/24 - C4,Raw Max Pixel_488 - 611/31 - C5,488 - 611/31 - C5,UCI_488 - 611/31 - C5,Area_488 - 611/31 - C5,Aspect Ratio_488 - 611/31 - C5,Raw Max Pixel_488 - 702/87 - C6,488 - 702/87 - C6,UCI_488 - 702/87 - C6,Area_488 - 702/87 - C6,Aspect Ratio_488 - 702/87 - C6,Raw Max Pixel_FSC - 456/51 - D2,FSC - 456/51 - D2,UCI_FSC - 456/51 - D2,Area_FSC - 456/51 - D2,Aspect Ratio_FSC - 456/51 - D2
23,22,16.88889,116.64,0.432,180,274.7793,274.7793,12.96,1,127,42.651726,42.651726,0,1,109,30.858622,30.858622,0,1,130,44.61724,44.61724,0,1,127,26.141378,26.141378,0,1,139,28.696552,28.696552,0,1,1014,2973.4346,2973.4346,116.64,0.49528563
24,23,12.25,51.84,0.432,163,114.6533,114.6533,0,1,122,13.52321,13.52321,0,1,110,31.162178,31.162178,0,1,135,32.730087,32.730087,0,1,122,14.111175,14.111175,0,1,145,45.46934,45.46934,0,1,1367,1513.8154,1513.8154,51.84,0.41397956
25,24,16,272.16,0.432,1462,3697.3237,3697.3237,116.64,0.69599414,3334,12827.45,12827.45,155.52,0.96709615,232,735.545,735.545,64.8,0.5807534,477,1010.12494,1010.12494,64.8,0.90734494,329,790.42175,790.42175,51.84,0.7910818,23624,86494.64,86494.64,259.2,0.887889,22407,38738.207,38738.207,233.28,0.4073828
26,25,8.5,77.76,0.446,229,167.06897,167.06897,12.96,1,123,11.203448,11.203448,0,1,108,26.534483,26.534483,0,1,121,-4.324138,-4.324138,0,1,127,31.84138,31.84138,0,1,141,29.286207,29.286207,0,1,1160,1902.4242,1902.4242,77.76,0.9701654
27,26,12.8,64.8,0.461,135,71.54483,71.54483,0,1,127,36.165516,36.165516,0,1,116,30.268965,30.268965,0,1,127,15.134482,15.134482,0,1,122,17.493103,17.493103,0,1,141,21.817242,21.817242,0,1,2442,3901.3552,3901.3552,64.8,0.39096725
28,27,9.5,51.84,0.505,120,42.06207,42.06207,0,1,121,15.331035,15.331035,0,1,108,25.551723,25.551723,0,1,126,15.134482,15.134482,0,1,124,21.424137,21.424137,0,1,134,5.8965516,5.8965516,0,1,955,1306.2827,1306.2827,51.84,0.5553157
29,28,11.25,51.84,0.544,120,39.70345,39.70345,0,1,130,35.18276,35.18276,0,1,113,24.765518,24.765518,0,1,123,12.57931,12.57931,0,1,124,-2.3586206,-2.3586206,0,1,149,35.575863,35.575863,0,1,1357,1637.7772,1637.7772,51.84,0.894313
30,29,33.5,51.84,0.563,133,49.531036,49.531036,0,1,122,0.58965516,0.58965516,0,1,107,13.562069,13.562069,0,1,127,20.244827,20.244827,0,1,134,9.237931,9.237931,0,1,141,9.434483,9.434483,0,1,1004,1572.6104,1572.6104,51.84,0.4620517
31,30,20.5,77.76,0.578,142,82.51118,82.51118,0,1,123,12.151289,12.151289,0,1,109,21.950716,21.950716,0,1,128,36.06189,36.06189,0,1,123,9.211461,9.211461,0,1,140,45.273354,45.273354,0,1,751,1716.4677,1716.4677,77.76,0.8339637
32,31,33.5,77.76,0.622,195,159.73065,159.73065,12.96,1,127,39.981663,39.981663,0,1,111,42.333523,42.333523,0,1,131,41.157593,41.157593,0,1,134,25.086533,25.086533,0,1,143,38.217766,38.217766,0,1,1127,2108.6406,2108.6406,77.76,0.84602284
33,32,22.5,51.84,0.697,131,35.772415,35.772415,0,1,125,21.817242,21.817242,0,1,106,28.696552,28.696552,0,1,134,11.793103,11.793103,0,1,137,10.417241,10.417241,0,1,140,19.065517,19.065517,0,1,999,1433.8568,1433.8568,51.84,0.5549744
34,33,20.333334,38.88,0.719,114,7.4689655,7.4689655,0,1,123,14.151724,14.151724,0,1,110,27.32069,27.32069,0,1,125,18.082758,18.082758,0,1,125,9.631035,9.631035,0,1,135,4.5206895,4.5206895,0,1,1357,1367.6069,1367.6069,38.88,0.5053374
35,34,32.31915,609.12,0.728,3127,13442.229,13442.229,220.32,0.815088,6665,38709.676,38709.676,414.72,0.89343137,402,2022.5895,2022.5895,116.64,0.6320508,631,2878.5361,2878.5361,116.64,0.9161888,476,2015.337,2015.337,103.68,0.94678,55187,232852.3,232852.3,609.12,0.89070284,15544,63378.254,63378.254,324,0.8795518
36,35,5.4,64.8,0.732,124,43.24138,43.24138,0,1,129,11.9896555,11.9896555,0,1,111,33.217243,33.217243,0,1,133,43.634483,43.634483,0,1,129,7.4689655,7.4689655,0,1,134,7.2724137,7.2724137,0,1,882,1588.531,1588.531,64.8,0.56800425
37,36,9.25,51.84,0.747,121,32.03793,32.03793,0,1,117,-0.58965516,-0.58965516,0,1,114,22.8,22.8,0,1,126,22.406897,22.406897,0,1,125,23.782759,23.782759,0,1,136,21.817242,21.817242,0,1,1806,2435.4724,2435.4724,51.84,0.18816058
38,37,18.5,51.84,0.778,181,121.3169,121.3169,12.96,1,128,22.538681,22.538681,0,1,106,0.19598854,0.19598854,0,1,125,16.267048,16.267048,0,1,127,36.45387,36.45387,0,1,140,19.598854,19.598854,0,1,664,1232.5679,1232.5679,51.84,0.9466468
39,38,11.285714,90.72,0.856,265,371.87585,371.87585,25.92,0,124,25.355173,25.355173,0,1,112,34.986206,34.986206,0,1,123,16.11724,16.11724,0,1,128,39.113792,39.113792,0,1,139,1.5724138,1.5724138,0,1,1858,3175.241,3175.241,90.72,0.688628
40,39,24.4,64.8,0.871,117,41.668964,41.668964,0,1,130,14.348276,14.348276,0,1,107,6.289655,6.289655,0,1,128,17.493103,17.493103,0,1,143,31.644827,31.644827,0,1,141,12.775862,12.775862,0,1,1187,1481.0172,1481.0172,64.8,0.49621966
41,40,16,90.72,0.879,122,66.43449,66.43449,0,1,124,46.97586,46.97586,0,1,121,63.87931,63.87931,0,1,125,14.151724,14.151724,0,1,127,41.865517,41.865517,0,1,137,-1.5724138,-1.5724138,0,1,2943,4726.3975,4726.3975,90.72,0.27513468
42,41,27.166666,77.76,0.915,219,235.57822,235.57822,25.92,0,127,17.834957,17.834957,0,1,107,20.774786,20.774786,0,1,126,16.267048,16.267048,0,1,141,30.574211,30.574211,0,1,145,30.574211,30.574211,0,1,1015,1480.6494,1480.6494,77.76,0.7868623
43,42,23.5,51.84,0.915,113,14.348276,14.348276,0,1,124,0.7862069,0.7862069,0,1,107,21.62069,21.62069,0,1,133,21.424137,21.424137,0,1,143,31.251724,31.251724,0,1,139,14.544827,14.544827,0,1,737,1267.3655,1267.3655,51.84,0.7216983
44,43,21.5,51.84,0.937,119,23.322636,23.322636,0,1,125,26.458452,26.458452,0,1,109,28.026361,28.026361,0,1,125,19.01089,19.01089,0,1,126,5.6836677,5.6836677,0,1,140,5.6836677,5.6836677,0,1,968,1292.3445,1292.3445,51.84,0.76322937
45,44,17.5,77.76,0.944,148,87.07241,87.07241,0,1,125,46.58276,46.58276,0,1,111,44.027588,44.027588,0,1,131,38.91724,38.91724,0,1,127,26.141378,26.141378,0,1,139,27.713793,27.713793,0,1,2591,3951.4758,3951.4758,77.76,0.4852722
46,45,4.5,77.76,0.981,156,120.0931,120.0931,0,1,128,12.382759,12.382759,0,1,113,44.61724,44.61724,0,1,134,55.427586,55.427586,0,1,122,19.851725,19.851725,0,1,142,31.644827,31.644827,0,1,1279,2933.338,2933.338,77.76,0.5720172
47,46,11.5,51.84,0.989,139,65.25517,65.25517,0,1,121,10.0241375,10.0241375,0,1,112,36.755173,36.755173,0,1,130,14.937931,14.937931,0,1,121,9.434483,9.434483,0,1,142,38.720688,38.720688,0,1,869,1272.6243,1272.6243,51.84,0.604814
48,47,15.125,103.68,0.996,311,465.04138,465.04138,38.88,0,125,25.944828,25.944828,0,1,112,43.044827,43.044827,0,1,125,28.893103,28.893103,0,1,124,-5.8965516,-5.8965516,0,1,141,30.858622,30.858622,0,1,1564,3017.2014,3017.2014,90.72,0.29819113
49,48,28.021276,609.12,1.025,5568,23948.451,23948.451,272.16,0.7186725,4109,31623.01,31623.01,440.64,0.9209513,305,1723.562,1723.562,103.68,0.650726,545,2437.831,2437.831,116.64,0.854435,405,1726.1172,1726.1172,103.68,0.8811101,45551,199246.84,199246.84,609.12,0.803237,14178,68103.664,68103.664,311.04,0.89243484
50,49,23,64.8,1.071,164,125.989655,125.989655,0,1,131,49.13793,49.13793,0,1,102,13.168965,13.168965,0,1,137,43.044827,43.044827,0,1,142,22.210344,22.210344,0,1,145,32.627586,32.627586,0,1,1321,1476.6971,1476.6971,64.8,0.5927895
51,50,3.75,51.84,1.092,120,38.327587,38.327587,0,1,125,24.175861,24.175861,0,1,114,14.151724,14.151724,0,1,126,0.98275864,0.98275864,0,1,126,26.927586,26.927586,0,1,140,28.893103,28.893103,0,1,1345,1984.1897,1984.1897,51.84,0.22856694
52,51,16.25,51.84,1.106,114,33.41379,33.41379,0,1,133,50.513794,50.513794,0,1,110,16.903448,16.903448,0,1,133,40.88276,40.88276,0,1,127,9.237931,9.237931,0,1,141,26.534483,26.534483,0,1,1012,1301.7621,1301.7621,51.84,0.34282744
53,52,29.294117,881.28,1.143,2244,19149.248,19149.248,518.4,0.81114674,6072,49982.906,49982.906,557.28,0.76203465,380,2765.0896,2765.0896,168.48,0.5399584,632,3868.138,3868.138,181.44,0.7011977,490,2830.1482,2830.1482,181.44,0.8293274,45731,317560.16,317560.16,790.56,0.6866091,15748,152593.06,152593.06,686.88,0.86316395
54,53,28.931034,375.84,1.143,951,2996.2727,2996.2727,116.64,0.79267913,3228,14031.016,14031.016,272.16,0.7843107,267,822.17194,822.17194,51.84,0.37728924,442,1175.7352,1175.7352,64.8,0.7280576,319,837.655,837.655,51.84,0.89196545,36751,95310.6,95310.6,336.96,0.607935,17408,49587.695,49587.695,272.16,0.92643845
55,54,22.893618,609.12,1.15,1143,6225.9727,6225.9727,220.32,0.7718281,2983,24768.072,24768.072,479.52,0.97087604,265,1435.6138,1435.6138,90.72,0.608694,409,1928.369,1928.369,116.64,0.9014382,319,1383.9207,1383.9207,90.72,0.96622396,38226,161946.44,161946.44,596.16,0.82685614,11795,53680.043,53680.043,375.84,0.87728536
56,55,8.833333,77.76,1.158,180,201.08424,201.08424,12.96,1,119,9.603438,9.603438,0,1,116,31.946133,31.946133,0,1,127,12.739255,12.739255,0,1,128,48.605156,48.605156,0,1,145,56.24871,56.24871,0,1,1521,2611.7192,2611.7192,64.8,0.9293851
57,56,7.5,51.84,1.18,126,48.351723,48.351723,0,1,126,19.655172,19.655172,0,1,107,19.851725,19.851725,0,1,136,36.165516,36.165516,0,1,117,-3.9310346,-3.9310346,0,1,133,12.57931,12.57931,0,1,803,1517.3793,1517.3793,51.84,0.85911024
58,57,6.5,51.84,1.208,135,76.45862,76.45862,0,1,123,26.141378,26.141378,0,1,108,10.417241,10.417241,0,1,127,13.168965,13.168965,0,1,126,20.048275,20.048275,0,1,148,15.527586,15.527586,0,1,1852,2705.5344,2705.5344,51.84,0.420211
59,58,7,38.88,1.208,114,19.26207,19.26207,0,1,134,41.07931,41.07931,0,1,107,13.168965,13.168965,0,1,123,12.57931,12.57931,0,1,119,5.110345,5.110345,0,1,137,14.74138,14.74138,0,1,1346,1353.062,1353.062,38.88,0
60,59,10.181818,427.68,1.274,538,3260.0068,3260.0068,194.4,0.7702453,1641,10112.39,10112.39,324,0.9019646,170,634.6655,634.6655,12.96,1,253,878.7828,878.7828,38.88,0.6341224,213,675.35175,675.35175,25.92,0,18089,72353.05,72353.05,427.68,0.8563996,11566,47078.133,47078.133,272.16,0.9280975
61,60,7.8333335,77.76,1.311,188,185.20917,185.20917,12.96,1,122,37.237823,37.237823,0,1,109,38.60974,38.60974,0,1,123,16.855015,16.855015,0,1,132,42.529514,42.529514,0,1,140,25.282522,25.282522,0,1,1749,2653.0728,2653.0728,77.76,0.75286865
62,61,34,25.92,1.318,121,20.834482,20.834482,0,1,123,9.827586,9.827586,0,1,106,4.324138,4.324138,0,1,127,3.9310346,3.9310346,0,1,140,18.082758,18.082758,0,1,134,3.7344828,3.7344828,0,1,935,1216.2621,1216.2621,25.92,0
63,62,19.125,103.68,1.318,254,464.25516,464.25516,51.84,0.6754461,126,20.44138,20.44138,0,1,108,26.534483,26.534483,0,1,126,26.927586,26.927586,0,1,128,55.231033,55.231033,0,1,140,34.593105,34.593105,0,1,3103,7270.178,7270.178,103.68,0.30495322
64,63,34,51.84,1.326,121,13.955173,13.955173,0,1,125,19.065517,19.065517,0,1,105,0.19655173,0.19655173,0,1,124,11.596552,11.596552,0,1,133,1.7689655,1.7689655,0,1,144,21.031034,21.031034,0,1,1377,1568.2863,1568.2863,51.84,0.30834654
65,64,22.333334,38.88,1.377,119,21.62069,21.62069,0,1,125,19.655172,19.655172,0,1,108,13.75862,13.75862,0,1,124,6.87931,6.87931,0,1,137,2.9482758,2.9482758,0,1,137,1.7689655,1.7689655,0,1,1014,1244.7621,1244.7621,38.88,0.24633932
66,65,21.705883,220.32,1.377,278,838.88275,838.88275,64.8,0.27237195,129,53.65862,53.65862,0,1,113,79.60345,79.60345,0,1,135,80.97931,80.97931,0,1,137,57.589657,57.589657,0,1,143,57.982758,57.982758,0,1,2749,12538.428,12538.428,194.4,0.50566095
67,66,8,103.68,1.451,163,179.64827,179.64827,0,1,121,29.089655,29.089655,0,1,112,45.993103,45.993103,0,1,129,22.013794,22.013794,0,1,127,45.6,45.6,0,1,149,45.79655,45.79655,0,1,1547,3864.2068,3864.2068,103.68,0.3011351
68,67,26.333334,38.88,1.458,120,30.465517,30.465517,0,1,116,-7.862069,-7.862069,0,1,105,8.648276,8.648276,0,1,123,11.596552,11.596552,0,1,136,12.972414,12.972414,0,1,146,18.868965,18.868965,0,1,1831,1850.4542,1850.4542,38.88,0.51155436
69,68,10,116.64,1.465,336,896.0596,896.0596,51.84,0.8107641,129,51.153008,51.153008,0,1,115,53.896847,53.896847,0,1,127,43.509457,43.509457,0,1,128,27.634384,27.634384,0,1,140,6.0756445,6.0756445,0,1,2577,7404.251,7404.251,116.64,0.831235
70,69,8.8807335,1412.64,1.488,3769,71417.07,71417.07,984.96,0.5001594,131,582.1862,582.1862,0,1,117,601.64484,601.64484,0,1,134,413.93793,413.93793,0,1,138,501.9931,501.9931,0,1,149,575.7,575.7,0,1,16433,424012.16,424012.16,1308.96,0.56150424
71,70,17.125,103.68,1.575,256,576.87933,576.87933,51.84,0.4446952,130,57.196552,57.196552,0,1,109,49.727585,49.727585,0,1,140,37.148277,37.148277,0,1,124,15.92069,15.92069,0,1,143,18.475863,18.475863,0,1,4002,10116.32,10116.32,103.68,0.52894926
72,71,8.909091,427.68,1.575,820,4477.252,4477.252,181.44,0.6085194,2177,12272.493,12272.493,336.96,0.8965682,194,690.68274,690.68274,25.92,0,290,1052.3379,1052.3379,51.84,0.9306816,235,756.13446,756.13446,38.88,0.7678068,28143,80925.65,80925.65,427.68,0.8081297,14873,44805.688,44805.688,285.12,0.7549842
73,72,24,64.8,1.612,219,203.4361,203.4361,12.96,1,122,-3.9197707,-3.9197707,0,1,113,30.574211,30.574211,0,1,128,39.785675,39.785675,0,1,137,20.382809,20.382809,0,1,145,40.961605,40.961605,0,1,1754,2154.894,2154.894,64.8,0.63332766
74,73,7.4,64.8,1.619,217,197.73103,197.73103,12.96,1,127,30.072414,30.072414,0,1,116,38.327587,38.327587,0,1,128,36.55862,36.55862,0,1,125,21.424137,21.424137,0,1,136,26.33793,26.33793,0,1,1362,1804.6456,1804.6456,64.8,0.3777348
75,74,30.333334,77.76,1.626,159,130.51035,130.51035,0,1,125,34.593105,34.593105,0,1,110,20.834482,20.834482,0,1,127,40.09655,40.09655,0,1,137,22.996552,22.996552,0,1,142,43.044827,43.044827,0,1,933,1464.3103,1464.3103,77.76,0.17727943
76,75,11.8,64.8,1.649,225,170.01724,170.01724,12.96,1,118,5.7,5.7,0,1,112,19.065517,19.065517,0,1,128,11.203448,11.203448,0,1,126,40.09655,40.09655,0,1,144,26.141378,26.141378,0,1,986,1645.531,1645.531,51.84,0.31952307
77,76,13.935484,401.76,1.657,957,3846.471,3846.471,142.56,0.6434419,3119,15406.335,15406.335,298.08,0.90194654,230,829.7875,829.7875,51.84,0.7983594,428,1200.2218,1200.2218,64.8,0.72821045,302,986.5463,986.5463,51.84,0.8290302,33865,102384.07,102384.07,401.76,0.7087948,11562,42462.918,42462.918,233.28,0.9440304
78,77,5.98,648,1.663,754,7116.167,7116.167,362.88,0.53991807,135,268.48965,268.48965,0,1,118,205.59311,205.59311,0,1,131,241.56207,241.56207,0,1,137,246.08276,246.08276,0,1,144,221.5138,221.5138,0,1,6040,57559.387,57559.387,609.12,0.4234298
79,78,13.551724,375.84,1.685,1800,5517.469,5517.469,116.64,0.6503556,6994,21462.686,21462.686,272.16,0.6888439,340,1138.0494,1138.0494,77.76,0.4689487,539,1614.0936,1614.0936,77.76,0.93952245,345,1186.2587,1186.2587,51.84,0.95655566,34484,134074.84,134074.84,362.88,0.84171474,21037,51344.324,51344.324,246.24,0.8897873
80,79,22.25,51.84,1.692,113,15.287106,15.287106,0,1,124,8.03553,8.03553,0,1,115,34.102005,34.102005,0,1,123,11.955301,11.955301,0,1,131,9.211461,9.211461,0,1,142,10.975358,10.975358,0,1,2788,3022.9792,3022.9792,51.84,0.76234543
81,80,10.615385,168.48,1.717,308,714.999,714.999,38.88,0.64094025,127,65.25517,65.25517,0,1,113,59.948277,59.948277,0,1,132,60.53793,60.53793,0,1,131,73.31379,73.31379,0,1,139,43.044827,43.044827,0,1,1755,7632.289,7632.289,168.48,0.94250524
82,81,9.648648,959.04,1.744,4879,30736.365,30736.365,362.88,0.89754325,8940,72936.22,72936.22,609.12,0.8476897,482,3546.776,3546.776,194.4,0.71023244,799,5207.4414,5207.4414,233.28,0.8449234,530,3793.0552,3793.0552,194.4,0.93806946,65386,427319.38,427319.38,959.04,0.80480534,13446,107544.375,107544.375,453.6,0.85499465
83,82,30.692308,336.96,1.765,2226,6886.5825,6886.5825,116.64,0.7205546,4646,14236.635,14236.635,207.36,0.79744786,255,809.59656,809.59656,64.8,0.515182,477,1122.3103,1122.3103,64.8,0.5392724,352,903.7448,903.7448,51.84,0.9118408,28398,97848.36,97848.36,285.12,0.8152288,17863,45531.207,45531.207,298.08,0.47944087
84,83,24.714285,90.72,1.795,160,147.8069,147.8069,0,1,126,28.106897,28.106897,0,1,120,53.26552,53.26552,0,1,131,43.43793,43.43793,0,1,139,10.613793,10.613793,0,1,138,27.51724,27.51724,0,1,2478,5685.455,5685.455,90.72,0.7446345
85,84,5.825,518.4,1.803,7537,28585.5,28585.5,220.32,0.8568669,9365,37205.473,37205.473,311.04,0.9215428,444,1875.8896,1875.8896,116.64,0.791434,705,2723.224,2723.224,129.6,0.84826136,514,1972.7897,1972.7897,103.68,0.89500976,55072,222075.53,222075.53,505.44,0.90480304,17776,69612.14,69612.14,324,0.87958395
86,85,28.5,51.84,1.803,117,22.406897,22.406897,0,1,131,27.124138,27.124138,0,1,112,26.534483,26.534483,0,1,127,28.303448,28.303448,0,1,142,35.772415,35.772415,0,1,137,15.92069,15.92069,0,1,756,1240.8672,1240.8672,51.84,0.89114594
87,86,8.125,207.36,1.824,238,671.06476,671.06476,51.84,0.7578079,124,101.522064,101.522064,0,1,113,51.153008,51.153008,0,1,130,85.05903,85.05903,0,1,129,84.86304,84.86304,0,1,151,88.78281,88.78281,0,1,1575,7329.681,7329.681,207.36,0.3848213
