Event,Object Number,Raw Centroid X,Area_MC,Time,Raw Max Pixel_SSC - 773/56 - A1,SSC - 773/56 - A1,UCI_SSC - 773/56 - A1,Area_SSC - 773/56 - A1,Aspect Ratio_SSC - 773/56 - A1,Raw Max Pixel_488 - 773/56 - C1,488 - 773/56 - C1,UCI_488 - 773/56 - C1,Area_488 - 773/56 - C1,Aspect Ratio_488 - 773/56 - C1,Raw Max Pixel_488 - 528/46 - C3,488 - 528/46 - C3,UCI_488 - 528/46 - C3,Area_488 - 528/46 - C3,Aspect Ratio_488 - 528/46 - C3,Raw Max Pixel_488 - 583/24 - C4,488 - 583/24 - C4,UCI_488 - 583/24 - C4,Area_488 - 583/24 - C4,Aspect Ratio_488 - 583/24 - C4,Raw Max Pixel_488 - 611/31 - C5,488 - 611/31 - C5,UCI_488 - 611/31 - C5,Area_488 - 611/31 - C5,Aspect Ratio_488 - 611/31 - C5,Raw Max Pixel_488 - 702/87 - C6,488 - 702/87 - C6,UCI_488 - 702/87 - C6,Area_488 - 702/87 - C6,Aspect Ratio_488 - 702/87 - C6,Raw Max Pixel_FSC - 456/51 - D2,FSC - 456/51 - D2,UCI_FSC - 456/51 - D2,Area_FSC - 456/51 - D2,Aspect Ratio_FSC - 456/51 - D2
11,10,32.25,51.84,0.21,139,70.75186,70.75186,0,1,132,18.226934,18.226934,0,1,108,2.547851,2.547851,0,1,125,15.287106,15.287106,0,1,141,31.358166,31.358166,0,1,145,13.52321,13.52321,0,1,1218,1366.2361,1366.2361,51.84,0.49955416
12,11,18.275862,375.84,0.217,754,2325.992,2325.992,90.72,0.660298,4302,17992.729,17992.729,259.2,0.9278024,268,1055.9862,1055.9862,64.8,0.6242268,475,1368.196,1368.196,77.76,0.88695693,309,1004.04926,1004.04926,51.84,0.9475718,27999,116661.586,116661.586,362.88,0.9549976,18464,45623.977,45623.977,272.16,0.47707596
13,12,14.866667,194.4,0.225,311,896.0596,896.0596,77.76,0.82975507,132,39.00172,39.00172,0,1,116,93.87851,93.87851,0,1,136,121.3169,121.3169,0,1,130,64.08825,64.08825,0,1,141,25.6745,25.6745,0,1,3372,12554.634,12554.634,168.48,0.6124108
14,13,26.5,51.84,0.298,162,67.22407,67.22407,0,1,129,31.946133,31.946133,0,1,110,19.402864,19.402864,0,1,125,9.015472,9.015472,0,1,136,2.547851,2.547851,0,1,136,3.7237823,3.7237823,0,1,1272,2904.546,2904.546,51.84,0.7551946
15,14,32.25,51.84,0.298,122,22.73467,22.73467,0,1,129,35.473927,35.473927,0,1,112,38.217766,38.217766,0,1,134,24.498568,24.498568,0,1,143,33.71003,33.71003,0,1,146,37.041832,37.041832,0,1,1855,2105.3088,2105.3088,51.84,0.35741672
16,15,4.6,64.8,0.306,128,66.244125,66.244125,0,1,129,34.102005,34.102005,0,1,111,20.774786,20.774786,0,1,130,17.834957,17.834957,0,1,121,15.875072,15.875072,0,1,138,19.206877,19.206877,0,1,946,1539.882,1539.882,64.8,0.60682523
17,16,33.5,414.72,0.32,1962,6661.2583,6661.2583,142.56,0.78000027,4377,20533.328,20533.328,311.04,0.94910103,294,1067.7456,1067.7456,64.8,0.6162543,480,1588.0951,1588.0951,77.76,0.9579372,332,1134.7737,1134.7737,64.8,0.7482332,38844,128753.88,128753.88,414.72,0.94584894,14210,45467.184,45467.184,285.12,0.9839705
18,17,20.714285,90.72,0.328,143,93.486534,93.486534,0,1,124,18.030945,18.030945,0,1,118,63.3043,63.3043,0,1,128,24.498568,24.498568,0,1,124,16.267048,16.267048,0,1,140,20.382809,20.382809,0,1,1004,1803.2905,1803.2905,90.72,0.9053829
19,18,2.25,259.2,0.335,973,2884.3633,2884.3633,77.76,0.8062247,3198,10439.329,10439.329,168.48,0.8870022,230,617.75586,617.75586,51.84,0.71595246,430,836.47906,836.47906,38.88,0.5633315,262,621.67566,621.67566,38.88,0.57123345,21074,69613.37,69613.37,259.2,0.8520529,14866,23616.814,23616.814,142.56,0.2813105
20,19,4.4,64.8,0.351,217,237.34212,237.34212,25.92,0,122,38.02178,38.02178,0,1,108,13.327221,13.327221,0,1,128,22.538681,22.538681,0,1,127,21.950716,21.950716,0,1,133,4.507736,4.507736,0,1,1299,1777.0281,1777.0281,64.8,0.6550238
21,20,7.25,570.24,0.386,864,8547.648,8547.648,349.92,0.6759998,126,194.42062,194.42062,0,1,116,200.3003,200.3003,0,1,135,178.74155,178.74155,0,1,132,193.2447,193.2447,0,1,145,197.75244,197.75244,0,1,8095,61692.88,61692.88,570.24,0.70081216
22,21,25.157894,246.24,0.386,239,814.92035,814.92035,64.8,0.39597547,125,108.38166,108.38166,0,1,115,118.57307,118.57307,0,1,131,109.3616,109.3616,0,1,150,52.13295,52.13295,0,1,149,62.91232,62.91232,0,1,2351,8414.936,8414.936,246.24,0.30004275
23,22,20.2,712.8,0.394,3850,21533.85,21533.85,336.96,0.7318312,3609,32781.043,32781.043,544.32,0.9868637,269,1736.8505,1736.8505,103.68,0.59758514,440,2494.3462,2494.3462,116.64,0.9456678,317,1938.5226,1938.5226,103.68,0.96695685,34906,206888.05,206888.05,699.84,0.89024657,10742,58148.625,58148.625,349.92,0.8015226
24,23,23.941177,220.32,0.431,535,1626.9009,1626.9009,103.68,0.7312348,129,84.667046,84.667046,0,1,115,81.72722,81.72722,0,1,130,56.640686,56.640686,0,1,145,70.75186,70.75186,0,1,146,67.812035,67.812035,0,1,6893,23901.193,23901.193,194.4,0.35393816
25,24,25.481482,349.92,0.453,2958,8291.295,8291.295,116.64,0.6929248,6993,23384.96,23384.96,259.2,0.9290956,369,1197.098,1197.098,64.8,0.5006325,473,1781.9277,1781.9277,51.84,0.93518203,401,1270.2017,1270.2017,90.72,0.82266474,41214,148272.39,148272.39,349.92,0.92965794,20632,48314.113,48314.113,259.2,0.9526928
26,25,11.633333,388.8,0.489,1535,5141.5635,5141.5635,155.52,0.9261169,2719,13466.765,13466.765,285.12,0.8187473,236,762.0034,762.0034,25.92,0,355,1092.6361,1092.6361,77.76,0.82257754,260,875.4808,875.4808,51.84,0.94476885,31504,89941.3,89941.3,388.8,0.53755903,12888,49480.246,49480.246,285.12,0.96457887
27,26,33,116.64,0.504,205,357.87506,357.87506,38.88,0.6348915,122,26.262465,26.262465,0,1,112,40.17765,40.17765,0,1,132,51.740974,51.740974,0,1,143,55.26877,55.26877,0,1,144,32.338108,32.338108,0,1,1422,2387.5325,2387.5325,103.68,0.23488146
28,27,22.5,51.84,0.541,115,10.583381,10.583381,0,1,124,25.870487,25.870487,0,1,107,21.754728,21.754728,0,1,134,51.153008,51.153008,0,1,139,12.935244,12.935244,0,1,149,30.966188,30.966188,0,1,1363,2571.3696,2571.3696,51.84,0.6607293
29,28,20,77.76,0.586,147,139.93582,139.93582,0,1,131,57.032665,57.032665,0,1,116,29.202291,29.202291,0,1,131,48.017193,48.017193,0,1,130,35.473927,35.473927,0,1,135,-8.03553,-8.03553,0,1,762,1497.1565,1497.1565,77.76,0.7967809
30,29,5.5,51.84,0.614,110,-4.1157594,-4.1157594,0,1,121,6.8595986,6.8595986,0,1,109,14.699141,14.699141,0,1,133,37.6298,37.6298,0,1,125,15.679083,15.679083,0,1,136,9.015472,9.015472,0,1,928,1514.2074,1514.2074,51.84,0.8873251
31,30,18.913044,596.16,0.893,3892,19718.21,19718.21,246.24,0.63283163,9334,50218.145,50218.145,324,0.9531692,463,2541.1875,2541.1875,129.6,0.7120036,772,3636.1753,3636.1753,129.6,0.94258434,615,2653.097,2653.097,116.64,0.94938886,56814,303998.8,303998.8,596.16,0.9721251,19137,68822.62,68822.62,298.08,0.97617865
32,31,28.291666,311.04,0.923,1358,5372.8296,5372.8296,168.48,0.61734474,2955,12120.715,12120.715,246.24,0.9704914,202,682.0401,682.0401,51.84,0.46654168,374,1035.4075,1035.4075,64.8,0.658355,306,731.62524,731.62524,51.84,0.70028293,29866,84812.87,84812.87,298.08,0.9333633,19977,41681.094,41681.094,259.2,0.73215944
33,32,6.4259257,699.84,0.93,5674,31955.734,31955.734,349.92,0.8095267,7144,47606.4,47606.4,518.4,0.92501,404,2414.775,2414.775,142.56,0.7383562,622,3498.1995,3498.1995,168.48,0.88628244,466,2649.373,2649.373,129.6,0.8925999,54819,291016.53,291016.53,699.84,0.8376572,10033,62536.92,62536.92,324,0.78810126
34,33,13.333333,38.88,0.945,125,43.705444,43.705444,0,1,126,4.1157594,4.1157594,0,1,107,12.739255,12.739255,0,1,128,16.463037,16.463037,0,1,125,12.739255,12.739255,0,1,140,18.030945,18.030945,0,1,1125,1231.004,1231.004,38.88,0.82924855
35,34,11.5,51.84,0.96,249,206.57191,206.57191,12.96,1,130,23.910603,23.910603,0,1,109,25.6745,25.6745,0,1,124,10.975358,10.975358,0,1,124,19.598854,19.598854,0,1,140,15.875072,15.875072,0,1,1348,1832.4928,1832.4928,51.84,0.3135868
36,35,8.4,64.8,0.96,135,58.604572,58.604572,0,1,120,14.895129,14.895129,0,1,107,3.9197707,3.9197707,0,1,130,27.634384,27.634384,0,1,131,39.393696,39.393696,0,1,141,26.066475,26.066475,0,1,2130,4058.1387,4058.1387,64.8,0.5443427
37,36,29,51.84,0.974,125,48.801147,48.801147,0,1,126,23.714613,23.714613,0,1,110,21.166761,21.166761,0,1,130,22.538681,22.538681,0,1,139,19.990831,19.990831,0,1,140,25.086533,25.086533,0,1,1505,1748.7698,1748.7698,51.84,0.8666347
38,37,11.481482,349.92,0.998,2129,6922.619,6922.619,129.6,0.62697566,3809,13308.613,13308.613,220.32,0.8052271,255,760.0436,760.0436,51.84,0.4706871,367,1001.89343,1001.89343,51.84,0.8844015,285,845.88654,845.88654,38.88,0.53433985,32862,86203.14,86203.14,336.96,0.87821,23932,42776.9,42776.9,233.28,0.77980417
39,38,22.25,51.84,1.004,120,32.926075,32.926075,0,1,125,6.0756445,6.0756445,0,1,108,19.794842,19.794842,0,1,124,7.8395414,7.8395414,0,1,137,20.774786,20.774786,0,1,147,32.338108,32.338108,0,1,1285,1300.7759,1300.7759,51.84,0.6435449
40,39,27,38.88,1.018,118,20.970774,20.970774,0,1,129,19.990831,19.990831,0,1,111,20.18682,20.18682,0,1,124,13.915186,13.915186,0,1,135,9.40745,9.40745,0,1,143,19.990831,19.990831,0,1,2091,2195.6597,2195.6597,38.88,0
41,40,13.833333,77.76,1.027,157,127.692535,127.692535,0,1,126,36.145885,36.145885,0,1,111,17.44298,17.44298,0,1,124,12.935244,12.935244,0,1,126,27.242407,27.242407,0,1,148,49.28512,49.28512,0,1,1340,2147.0144,2147.0144,77.76,0.6934086
42,41,19.5,51.84,1.027,114,20.578796,20.578796,0,1,119,1.5679083,1.5679083,0,1,111,6.271633,6.271633,0,1,128,38.217766,38.217766,0,1,130,19.794842,19.794842,0,1,141,26.458452,26.458452,0,1,1620,1782.3198,1782.3198,51.84,0.5413698
43,42,9.2,64.8,1.04,125,56.4447,56.4447,0,1,125,27.438395,27.438395,0,1,111,29.398281,29.398281,0,1,125,7.8395414,7.8395414,0,1,144,54.87679,54.87679,0,1,148,37.973778,37.973778,0,1,2134,3932.35,3932.35,64.8,0.16187084
44,43,8.25,51.84,1.07,128,60.756447,60.756447,0,1,124,20.774786,20.774786,0,1,111,21.558739,21.558739,0,1,131,19.794842,19.794842,0,1,128,24.10659,24.10659,0,1,139,18.030945,18.030945,0,1,1391,1911.0842,1911.0842,51.84,0.40773392
45,44,28.4,64.8,1.078,141,88.9788,88.9788,0,1,128,29.006304,29.006304,0,1,112,28.22235,28.22235,0,1,120,-1.7638968,-1.7638968,0,1,138,18.422922,18.422922,0,1,143,24.10659,24.10659,0,1,1131,1658.455,1658.455,64.8,0.2921833
46,45,22.4,64.8,1.078,166,108.57765,108.57765,0,1,124,16.659025,16.659025,0,1,114,16.267048,16.267048,0,1,130,39.00172,39.00172,0,1,138,36.06189,36.06189,0,1,138,8.231519,8.231519,0,1,820,1399.9462,1399.9462,64.8,0.7730774
47,46,19.5,51.84,1.091,120,32.534096,32.534096,0,1,122,-0.39197707,-0.39197707,0,1,108,15.679083,15.679083,0,1,119,1.3719198,1.3719198,0,1,127,24.10659,24.10659,0,1,143,22.146706,22.146706,0,1,904,1547.3295,1547.3295,51.84,0.8904488
48,47,27.75,51.84,1.1,129,33.71003,33.71003,0,1,124,13.327221,13.327221,0,1,113,31.162178,31.162178,0,1,126,18.8149,18.8149,0,1,135,3.9197707,3.9197707,0,1,144,27.830372,27.830372,0,1,1215,1359.9645,1359.9645,51.84,0.76165926
49,48,24.46875,414.72,1.129,558,2327.762,2327.762,129.6,0.7941508,1684,9821.689,9821.689,324,0.96694416,182,660.8069,660.8069,25.92,0,241,887.0379,887.0379,51.84,0.9332728,225,603.61035,603.61035,25.92,0,24877,70151.67,70151.67,388.8,0.6658643,15473,47727.13,47727.13,324,0.8117245
50,49,10,25.92,1.151,118,22.342693,22.342693,0,1,118,9.015472,9.015472,0,1,104,4.311748,4.311748,0,1,118,-3.7237823,-3.7237823,0,1,119,3.1358166,3.1358166,0,1,142,20.970774,20.970774,0,1,1260,1408.8577,1408.8577,25.92,0
51,50,5.1666665,77.76,1.158,132,68.20401,68.20401,0,1,123,39.393696,39.393696,0,1,110,18.618912,18.618912,0,1,131,26.654442,26.654442,0,1,124,24.498568,24.498568,0,1,142,24.694555,24.694555,0,1,1045,1705.8843,1705.8843,77.76,0.3314136
52,51,17,64.8,1.173,168,137.38797,137.38797,0,1,118,-4.507736,-4.507736,0,1,118,27.634384,27.634384,0,1,124,19.598854,19.598854,0,1,123,12.935244,12.935244,0,1,139,6.467622,6.467622,0,1,1001,1531.8984,1531.8984,64.8,0.93326396
53,52,28,64.8,1.254,125,52.720917,52.720917,0,1,121,18.030945,18.030945,0,1,113,36.25788,36.25788,0,1,126,20.382809,20.382809,0,1,145,44.29341,44.29341,0,1,143,22.146706,22.146706,0,1,1446,1642.9719,1642.9719,64.8,0.6132282
54,53,26.6,64.8,1.268,144,77.21948,77.21948,0,1,123,10.387393,10.387393,0,1,117,37.43381,37.43381,0,1,131,22.538681,22.538681,0,1,141,41.157593,41.157593,0,1,142,31.358166,31.358166,0,1,901,1319.9828,1319.9828,64.8,0.8297975
55,54,27.166666,77.76,1.291,274,283.00745,283.00745,12.96,1,121,1.9598854,1.9598854,0,1,110,12.347278,12.347278,0,1,131,33.71003,33.71003,0,1,140,15.679083,15.679083,0,1,142,15.875072,15.875072,0,1,1745,2409.6792,2409.6792,77.76,0.32294974
56,55,3.142857,453.6,1.291,3826,13809.816,13809.816,168.48,0.7073118,9937,41245.08,41245.08,272.16,0.9758371,439,2003.0068,2003.0068,90.72,0.7195672,734,2843.0256,2843.0256,116.64,0.9311548,563,2064.3513,2064.3513,116.64,0.9690249,58009,237367.88,237367.88,453.6,0.96982384,12234,46756.973,46756.973,233.28,0.97752494
57,56,9.5,51.84,1.291,121,32.338108,32.338108,0,1,121,18.8149,18.8149,0,1,105,17.834957,17.834957,0,1,131,21.950716,21.950716,0,1,123,14.503152,14.503152,0,1,137,9.603438,9.603438,0,1,1319,1817.9896,1817.9896,51.84,0.44942984
58,57,27,64.8,1.393,146,83.099144,83.099144,0,1,127,32.730087,32.730087,0,1,113,30.182236,30.182236,0,1,128,19.206877,19.206877,0,1,143,36.06189,36.06189,0,1,139,11.171347,11.171347,0,1,2470,2932.3806,2932.3806,64.8,0.32708335
59,58,18.5,77.76,1.401,167,113.86934,113.86934,0,1,124,13.719197,13.719197,0,1,110,17.44298,17.44298,0,1,130,32.534096,32.534096,0,1,128,29.986246,29.986246,0,1,145,18.030945,18.030945,0,1,769,1422.8768,1422.8768,77.76,0.77501756
60,59,12.5,51.84,1.401,118,17.051003,17.051003,0,1,127,28.810316,28.810316,0,1,106,21.754728,21.754728,0,1,129,28.614326,28.614326,0,1,128,29.790258,29.790258,0,1,141,6.8595986,6.8595986,0,1,965,1353.3009,1353.3009,51.84,0.82831717
61,60,16.333334,38.88,1.409,116,7.251576,7.251576,0,1,123,17.834957,17.834957,0,1,108,20.382809,20.382809,0,1,124,0.78395414,0.78395414,0,1,123,9.995416,9.995416,0,1,144,9.015472,9.015472,0,1,2232,3058.081,3058.081,38.88,0.2241162
62,61,18,77.76,1.43,147,104.069916,104.069916,0,1,128,26.654442,26.654442,0,1,114,30.378223,30.378223,0,1,128,29.202291,29.202291,0,1,125,16.463037,16.463037,0,1,147,21.950716,21.950716,0,1,848,1544.9257,1544.9257,77.76,0.8169459
63,62,16.384615,168.48,1.473,170,247.22954,247.22954,0,1,130,85.84298,85.84298,0,1,114,70.75186,70.75186,0,1,129,55.856735,55.856735,0,1,129,72.90774,72.90774,0,1,143,49.977077,49.977077,0,1,2984,10454.301,10454.301,168.48,0.9240793
64,63,4.6,64.8,1.527,307,336.7083,336.7083,25.92,0,118,18.8149,18.8149,0,1,110,23.910603,23.910603,0,1,129,22.73467,22.73467,0,1,126,11.171347,11.171347,0,1,142,26.066475,26.066475,0,1,998,2078.7783,2078.7783,64.8,0.67025703
65,64,9.6,64.8,1.532,206,179.91748,179.91748,12.96,1,120,5.487679,5.487679,0,1,114,20.18682,20.18682,0,1,129,30.574211,30.574211,0,1,126,14.503152,14.503152,0,1,143,22.146706,22.146706,0,1,1095,1555.7571,1555.7571,64.8,0.6441081
66,65,20.75,51.84,1.586,131,44.29341,44.29341,0,1,126,24.10659,24.10659,0,1,113,20.970774,20.970774,0,1,130,33.51404,33.51404,0,1,129,26.458452,26.458452,0,1,146,25.47851,25.47851,0,1,1249,1448.1553,1448.1553,51.84,0.64046115
67,66,26.5,51.84,1.591,153,60.16848,60.16848,0,1,125,31.554155,31.554155,0,1,111,34.689972,34.689972,0,1,122,7.4475646,7.4475646,0,1,146,20.970774,20.970774,0,1,152,22.538681,22.538681,0,1,1109,1582.5315,1582.5315,51.84,0.75849944
68,67,11.205129,505.44,1.599,11769,41443.54,41443.54,285.12,0.8376874,5509,28663.912,28663.912,362.88,0.88276577,316,1438.164,1438.164,90.72,0.59584194,536,2145.2905,2145.2905,90.72,0.90086615,366,1640.816,1640.816,90.72,0.9125642,43153,176252.1,176252.1,505.44,0.94746095,14835,50399.77,50399.77,259.2,0.851337
69,68,18.222221,116.64,1.613,342,646.56616,646.56616,51.84,0.4072775,127,55.856735,55.856735,0,1,109,38.02178,38.02178,0,1,131,48.21318,48.21318,0,1,134,18.8149,18.8149,0,1,148,61.344414,61.344414,0,1,3890,6273.5933,6273.5933,103.68,0.6821705
70,69,6.6,64.8,1.613,219,202.45616,202.45616,25.92,0,119,12.151289,12.151289,0,1,107,6.467622,6.467622,0,1,135,22.342693,22.342693,0,1,124,25.870487,25.870487,0,1,149,31.946133,31.946133,0,1,835,1346.4413,1346.4413,64.8,0.66758615
71,70,25.166666,77.76,1.657,188,263.01663,263.01663,25.92,0,127,36.06189,36.06189,0,1,113,31.162178,31.162178,0,1,130,33.51404,33.51404,0,1,144,43.117477,43.117477,0,1,138,13.915186,13.915186,0,1,1374,1668.8344,1668.8344,51.84,0.68272555
72,71,10.95,259.2,1.665,647,2114.7163,2114.7163,129.6,0.6119032,124,96.62235,96.62235,0,1,119,61.73639,61.73639,0,1,130,73.29971,73.29971,0,1,131,95.64241,95.64241,0,1,146,97.79828,97.79828,0,1,3886,18895.76,18895.76,259.2,0.6681279
73,72,16.5,51.84,1.681,115,31.358166,31.358166,0,1,128,19.01089,19.01089,0,1,111,20.18682,20.18682,0,1,127,19.402864,19.402864,0,1,126,24.890545,24.890545,0,1,143,11.955301,11.955301,0,1,1123,1704.1204,1704.1204,51.84,0.5086031
74,73,21.82353,220.32,1.709,121,90.154724,90.154724,0,1,136,94.0745,94.0745,0,1,114,85.64699,85.64699,0,1,133,80.15931,80.15931,0,1,139,98.77822,98.77822,0,1,142,47.429226,47.429226,0,1,833,4034.4407,4034.4407,220.32,0.5961112
75,74,15.833333,77.76,1.723,193,223.86292,223.86292,25.92,0,125,44.685387,44.685387,0,1,111,15.483094,15.483094,0,1,129,6.0756445,6.0756445,0,1,128,15.091118,15.091118,0,1,144,51.936962,51.936962,0,1,1246,2325.992,2325.992,77.76,0.76438177
76,75,12.105263,246.24,1.775,985,3085.0557,3085.0557,64.8,0.9471279,2857,9768.068,9768.068,168.48,0.8615567,224,506.82635,506.82635,38.88,0.5197591,406,831.57935,831.57935,51.84,0.941259,265,536.2247,536.2247,38.88,0.7339687,18114,65619.91,65619.91,233.28,0.9013975,22283,37453.74,37453.74,207.36,0.42372528
77,76,1.8,64.8,1.775,244,216.56734,216.56734,12.96,1,128,39.589684,39.589684,0,1,126,9.015472,9.015472,0,1,126,13.719197,13.719197,0,1,134,29.986246,29.986246,0,1,147,24.498568,24.498568,0,1,2668,1716.9451,1716.9451,51.84,0.26234898
78,77,16,64.8,1.791,191,144.83553,144.83553,12.96,1,125,33.51404,33.51404,0,1,111,22.930658,22.930658,0,1,129,23.714613,23.714613,0,1,124,5.487679,5.487679,0,1,142,21.362751,21.362751,0,1,1165,1288.4767,1288.4767,51.84,0.8298635
79,78,7.4166665,155.52,1.797,206,546.22003,546.22003,38.88,0.6063339,129,82.315186,82.315186,0,1,115,87.01891,87.01891,0,1,131,69.18395,69.18395,0,1,128,54.09284,54.09284,0,1,149,85.84298,85.84298,0,1,1761,6772.216,6772.216,142.56,0.61626774
80,79,23.5,77.76,1.834,117,36.06189,36.06189,0,1,125,27.04642,27.04642,0,1,114,47.23324,47.23324,0,1,128,7.251576,7.251576,0,1,142,32.14212,32.14212,0,1,157,35.081947,35.081947,0,1,4782,6723.9746,6723.9746,77.76,0.6719227
81,80,28.282051,505.44,1.849,2464,9298.872,9298.872,207.36,0.801053,2704,18487.795,18487.795,401.76,0.96248806,219,1122.6223,1122.6223,64.8,0.57217866,368,1491.8647,1491.8647,103.68,0.8067847,302,1079.8969,1079.8969,77.76,0.8424056,31081,123264.836,123264.836,492.48,0.8216121,14340,60223.75,60223.75,311.04,0.9581076
82,81,13.4,64.8,1.863,242,213.43152,213.43152,12.96,1,122,9.603438,9.603438,0,1,113,15.875072,15.875072,0,1,125,2.7438395,2.7438395,0,1,125,25.870487,25.870487,0,1,139,8.819485,8.819485,0,1,719,1223.3605,1223.3605,64.8,0.86088336
83,82,21.392857,362.88,1.871,777,3226.5593,3226.5593,194.4,0.7168696,132,147.77536,147.77536,0,1,122,141.11176,141.11176,0,1,132,93.87851,93.87851,0,1,147,101.522064,101.522064,0,1,148,90.74269,90.74269,0,1,5888,27492.684,27492.684,349.92,0.9772802
84,83,11.263158,246.24,1.885,602,2293.578,2293.578,129.6,0.8410777,125,86.62694,86.62694,0,1,111,70.75186,70.75186,0,1,133,71.33983,71.33983,0,1,135,88.78281,88.78281,0,1,152,68.595985,68.595985,0,1,2722,14186.391,14186.391,246.24,0.72664523
85,84,4.2058825,440.64,1.893,1149,6380.603,6380.603,298.08,0.56221974,126,132.48825,132.48825,0,1,137,188.149,188.149,0,1,128,127.980515,127.980515,0,1,131,93.486534,93.486534,0,1,146,164.0424,164.0424,0,1,7970,36854.508,36854.508,427.68,0.41119358
86,85,10.083333,155.52,1.893,447,895.54364,895.54364,51.84,0.31929168,126,48.605156,48.605156,0,1,109,40.569626,40.569626,0,1,127,63.3043,63.3043,0,1,131,51.936962,51.936962,0,1,143,42.92149,42.92149,0,1,3043,8362.351,8362.351,155.52,0.24718973
87,86,16.4,64.8,1.907,193,176.38968,176.38968,12.96,1,125,16.07106,16.07106,0,1,114,21.558739,21.558739,0,1,133,40.569626,40.569626,0,1,130,43.117477,43.117477,0,1,143,28.026361,28.026361,0,1,1746,2118.3362,2118.3362,51.84,0.6567337
