Event,Object Number,Raw Centroid X,Area_MC,Time,Raw Max Pixel_SSC - 773/56 - A1,SSC - 773/56 - A1,UCI_SSC - 773/56 - A1,Area_SSC - 773/56 - A1,Aspect Ratio_SSC - 773/56 - A1,Raw Max Pixel_488 - 773/56 - C1,488 - 773/56 - C1,UCI_488 - 773/56 - C1,Area_488 - 773/56 - C1,Aspect Ratio_488 - 773/56 - C1,Raw Max Pixel_488 - 528/46 - C3,488 - 528/46 - C3,UCI_488 - 528/46 - C3,Area_488 - 528/46 - C3,Aspect Ratio_488 - 528/46 - C3,Raw Max Pixel_488 - 583/24 - C4,488 - 583/24 - C4,UCI_488 - 583/24 - C4,Area_488 - 583/24 - C4,Aspect Ratio_488 - 583/24 - C4,Raw Max Pixel_488 - 611/31 - C5,488 - 611/31 - C5,UCI_488 - 611/31 - C5,Area_488 - 611/31 - C5,Aspect Ratio_488 - 611/31 - C5,Raw Max Pixel_488 - 702/87 - C6,488 - 702/87 - C6,UCI_488 - 702/87 - C6,Area_488 - 702/87 - C6,Aspect Ratio_488 - 702/87 - C6,Raw Max Pixel_FSC - 456/51 - D2,FSC - 456/51 - D2,UCI_FSC - 456/51 - D2,Area_FSC - 456/51 - D2,Aspect Ratio_FSC - 456/51 - D2
18,17,15.966216,1918.08,0.345,942,5264.448,5264.448,194.4,0.74317783,17855,110875.23,110875.23,648,0.8859151,1179,7064.4067,7064.4067,207.36,0.5984936,1785,8756.572,8756.572,233.28,0.78768027,1240,6625.3926,6625.3926,233.28,0.94536054,65535,537493.7,537493.7,1918.08,0.5222576,13700,37419.477,37419.477,259.2,0.80737436
19,18,14.2,64.8,0.352,463,711.6344,711.6344,51.84,0.5839512,123,7.643553,7.643553,0,1,116,41.549572,41.549572,0,1,136,41.35358,41.35358,0,1,126,9.603438,9.603438,0,1,141,19.598854,19.598854,0,1,977,1570.6521,1570.6521,51.84,0.21112259
20,19,16,51.84,0.374,109,3.5277936,3.5277936,0,1,123,13.915186,13.915186,0,1,110,18.226934,18.226934,0,1,132,18.618912,18.618912,0,1,125,7.251576,7.251576,0,1,144,28.22235,28.22235,0,1,1176,1288.8207,1288.8207,51.84,0.7178792
21,20,26.5,77.76,0.381,180,157.43793,157.43793,12.96,1,137,52.08621,52.08621,0,1,115,40.686207,40.686207,0,1,127,10.810345,10.810345,0,1,138,14.937931,14.937931,0,1,163,79.013794,79.013794,0,1,975,1468.6345,1468.6345,77.76,0.8724271
22,21,7.4,64.8,0.418,125,47.03725,47.03725,0,1,130,49.585102,49.585102,0,1,106,7.8395414,7.8395414,0,1,128,13.915186,13.915186,0,1,126,29.398281,29.398281,0,1,143,33.71003,33.71003,0,1,1342,1767.2207,1767.2207,64.8,0.74626076
23,22,15.5,51.84,0.462,136,43.905434,43.905434,0,1,125,26.066475,26.066475,0,1,115,45.861317,45.861317,0,1,128,11.367335,11.367335,0,1,127,17.63897,17.63897,0,1,146,23.714613,23.714613,0,1,966,2189.388,2189.388,51.84,0.848333
24,23,24.058823,220.32,0.462,218,634.02295,634.02295,25.92,0,132,143.46361,143.46361,0,1,129,172.66591,172.66591,0,1,137,98.77822,98.77822,0,1,145,89.566765,89.566765,0,1,148,151.30315,151.30315,0,1,1171,5704.638,5704.638,220.32,0.44376913
25,24,27.148935,1827.36,0.491,2430,9298.882,9298.882,116.64,0.723615,47671,171114.78,171114.78,570.24,0.6703607,2471,11056.034,11056.034,181.44,0.5424781,4468,13501.924,13501.924,155.52,0.9574426,2571,9664.448,9664.448,155.52,0.93470114,65535,771770,771770,1827.36,0.49443215,17974,50601.063,50601.063,246.24,0.616828
26,25,20.5,51.84,0.506,121,36.951725,36.951725,0,1,127,22.996552,22.996552,0,1,116,37.541378,37.541378,0,1,137,18.475863,18.475863,0,1,135,26.927586,26.927586,0,1,141,11.9896555,11.9896555,0,1,1121,1405.7379,1405.7379,51.84,0.33983833
27,26,29.960396,1308.96,0.521,1370,4198.738,4198.738,103.68,0.74550813,43940,132648.23,132648.23,453.6,0.70331186,2006,8817.311,8817.311,181.44,0.50994426,2747,10542.248,10542.248,142.56,0.9608912,2029,7736.8657,7736.8657,129.6,0.807182,65535,628380.56,628380.56,1308.96,0.67081726,27462,51483.92,51483.92,272.16,0.8989124
28,27,16.464363,6000.48,0.521,4483,40015.176,40015.176,466.56,0.89023113,65535,825095.5,825095.5,1853.28,0.8598743,4703,52612.535,52612.535,518.4,0.83513445,5565,62403.145,62403.145,531.36,0.86812514,3823,46984.723,46984.723,505.44,0.8902518,65535,3476808.8,3476808.8,5987.52,0.31852892,16854,189196.14,189196.14,738.72,0.85925084
29,28,9.833333,77.76,0.542,119,39.393696,39.393696,0,1,124,43.901432,43.901432,0,1,110,36.45387,36.45387,0,1,128,19.598854,19.598854,0,1,130,41.157593,41.157593,0,1,141,46.64527,46.64527,0,1,2043,2741.5156,2741.5156,77.76,0.71081555
30,29,16.236486,1918.08,0.565,1311,4813.2827,4813.2827,116.64,0.5768519,36401,133492.3,133492.3,557.28,0.8942175,1910,8879.064,8879.064,155.52,0.5613395,2368,10342.315,10342.315,181.44,0.9578659,1828,7847.381,7847.381,168.48,0.75894535,65535,641630.6,641630.6,1918.08,0.30258837,15574,38082.355,38082.355,233.28,0.59904546
31,30,17.75,155.52,0.594,130,171.29398,171.29398,0,1,130,58.208595,58.208595,0,1,110,50.369053,50.369053,0,1,136,75.45559,75.45559,0,1,130,50.761032,50.761032,0,1,151,117.39713,117.39713,0,1,1492,5389.813,5389.813,155.52,0.5848623
32,31,22.6,64.8,0.609,126,53.308884,53.308884,0,1,136,40.569626,40.569626,0,1,121,53.70086,53.70086,0,1,138,39.589684,39.589684,0,1,137,37.237823,37.237823,0,1,140,18.618912,18.618912,0,1,861,1505.584,1505.584,64.8,0.31346986
33,32,19.166666,77.76,0.624,295,382.37363,382.37363,25.92,0,125,18.030945,18.030945,0,1,112,46.84126,46.84126,0,1,135,27.634384,27.634384,0,1,138,60.756447,60.756447,0,1,150,19.01089,19.01089,0,1,2236,3752.2007,3752.2007,77.76,0.5098081
34,33,16.166666,77.76,0.633,229,268.88275,268.88275,25.92,0,128,46.58276,46.58276,0,1,109,24.568966,24.568966,0,1,133,34.00345,34.00345,0,1,129,44.224136,44.224136,0,1,143,27.51724,27.51724,0,1,1284,1606.9868,1606.9868,64.8,0.54703534
35,34,11,155.52,0.667,512,903.1152,903.1152,51.84,0.73720825,135,65.460175,65.460175,0,1,116,73.88768,73.88768,0,1,135,70.94785,70.94785,0,1,138,97.602295,97.602295,0,1,174,208.7278,208.7278,0,1,2792,8370.475,8370.475,142.56,0.6707829
36,35,11.408163,1270.08,0.683,1761,5244.8774,5244.8774,129.6,0.7311186,27953,115494.086,115494.086,453.6,0.8612916,1558,7334.6753,7334.6753,168.48,0.568335,2472,8965.104,8965.104,181.44,0.8218676,1628,6598.15,6598.15,155.52,0.8689621,65535,569020.4,569020.4,1270.08,0.3233332,16572,31870.2,31870.2,181.44,0.81552494
37,36,34.05128,1516.32,0.698,5252,14025.527,14025.527,129.6,0.7736518,36110,141224.64,141224.64,531.36,0.8913844,2053,9303.184,9303.184,181.44,0.56087345,2664,11132.933,11132.933,168.48,0.87633175,2151,8153.223,8153.223,129.6,0.810459,65535,605559.9,605559.9,1516.32,0.6596508,19210,51342.656,51342.656,285.12,0.9819089
38,37,22.5,51.84,0.698,114,-0.39197707,-0.39197707,0,1,128,10.191404,10.191404,0,1,115,38.217766,38.217766,0,1,133,10.387393,10.387393,0,1,139,9.995416,9.995416,0,1,142,9.799427,9.799427,0,1,834,1390.9307,1390.9307,51.84,0.92679685
39,38,29.714285,90.72,0.778,219,220.87909,220.87909,12.96,1,130,49.193123,49.193123,0,1,109,31.946133,31.946133,0,1,136,27.634384,27.634384,0,1,139,32.14212,32.14212,0,1,144,24.302578,24.302578,0,1,1161,2099.8213,2099.8213,77.76,0.71787846
40,39,24.549181,1581.12,0.787,1109,6956.948,6956.948,220.32,0.7774734,22691,116642.64,116642.64,686.88,0.89186674,1562,7727.038,7727.038,220.32,0.5480617,2001,9297.29,9297.29,233.28,0.8302716,1729,6779.6587,6779.6587,207.36,0.8834547,65535,559704.44,559704.44,1581.12,0.58664924,13029,41353.215,41353.215,233.28,0.8172162
41,40,20.5,77.76,0.794,301,328.0848,328.0848,12.96,1,131,54.09284,54.09284,0,1,110,33.51404,33.51404,0,1,131,25.870487,25.870487,0,1,128,28.22235,28.22235,0,1,147,70.55588,70.55588,0,1,1340,2795.6726,2795.6726,77.76,0.75404066
42,41,8.875,103.68,0.8,431,910.0345,910.0345,77.76,0.83256525,132,28.893103,28.893103,0,1,115,60.14483,60.14483,0,1,134,35.968964,35.968964,0,1,130,66.631035,66.631035,0,1,148,57.589657,57.589657,0,1,1848,4093.7957,4093.7957,90.72,0.6265837
43,42,3.4,64.8,0.822,123,30.182236,30.182236,0,1,123,25.6745,25.6745,0,1,111,6.0756445,6.0756445,0,1,129,21.166761,21.166761,0,1,125,-9.40745,-9.40745,0,1,148,9.799427,9.799427,0,1,1495,1955.3777,1955.3777,64.8,0.6560559
44,43,33.83621,1503.36,0.88,1580,7702.7417,7702.7417,181.44,0.87250644,25793,139125.2,139125.2,673.92,0.92416346,1791,9119.543,9119.543,220.32,0.575235,2904,10918.913,10918.913,207.36,0.68262506,2154,7972.422,7972.422,181.44,0.89257824,65535,599534.8,599534.8,1503.36,0.7867638,16725,44725.664,44725.664,285.12,0.73175824
45,44,13.25,103.68,0.888,236,289.9138,289.9138,25.92,0,127,48.548275,48.548275,0,1,114,65.64828,65.64828,0,1,134,37.73793,37.73793,0,1,126,9.827586,9.827586,0,1,140,40.293102,40.293102,0,1,835,2333.6587,2333.6587,103.68,0.7838257
46,45,28.5,51.84,0.939,119,23.910603,23.910603,0,1,124,11.955301,11.955301,0,1,111,25.47851,25.47851,0,1,134,22.146706,22.146706,0,1,138,14.111175,14.111175,0,1,144,20.382809,20.382809,0,1,713,1226.1722,1226.1722,51.84,0.90112954
47,46,10.666667,38.88,0.946,120,28.22235,28.22235,0,1,129,19.794842,19.794842,0,1,113,17.834957,17.834957,0,1,127,15.091118,15.091118,0,1,126,16.855015,16.855015,0,1,134,0.5879656,0.5879656,0,1,1718,1758.9972,1758.9972,38.88,0.27016845
48,47,8.5,51.84,0.961,192,83.29513,83.29513,12.96,1,132,35.473927,35.473927,0,1,112,16.463037,16.463037,0,1,127,9.995416,9.995416,0,1,123,8.03553,8.03553,0,1,137,14.307163,14.307163,0,1,757,1583.9794,1583.9794,51.84,0.89220285
49,48,17.6,64.8,0.968,173,101.91404,101.91404,12.96,1,130,36.45387,36.45387,0,1,109,19.990831,19.990831,0,1,133,43.117477,43.117477,0,1,130,14.111175,14.111175,0,1,146,28.026361,28.026361,0,1,814,1463.2384,1463.2384,64.8,0.5370352
50,49,26.25,51.84,0.984,118,24.10659,24.10659,0,1,123,15.483094,15.483094,0,1,113,18.618912,18.618912,0,1,130,22.73467,22.73467,0,1,137,7.643553,7.643553,0,1,142,11.367335,11.367335,0,1,1367,1312.7312,1312.7312,51.84,0.6876261
51,50,25.5,51.84,1.019,138,51.153008,51.153008,0,1,127,21.754728,21.754728,0,1,109,11.367335,11.367335,0,1,140,29.202291,29.202291,0,1,149,40.569626,40.569626,0,1,141,9.799427,9.799427,0,1,1103,1488.7289,1488.7289,51.84,0.5951063
52,51,10.388889,466.56,1.064,1417,9329.327,9329.327,298.08,0.8157241,218,887.82416,887.82416,38.88,0.6692871,175,515.35864,515.35864,12.96,1,174,517.12756,517.12756,0,1,167,482.92758,482.92758,0,1,1229,3805.2415,3805.2415,129.6,0.5817053,10920,74637.51,74637.51,440.64,0.7070108
53,52,9.307693,505.44,1.079,585,1640.8138,1640.8138,90.72,0.6330435,7216,30139.83,30139.83,336.96,0.86262053,551,2174.4517,2174.4517,103.68,0.5455395,772,2629.2725,2629.2725,90.72,0.9318306,560,1988.9069,1988.9069,103.68,0.7706224,65535,186090.06,186090.06,505.44,0.8464346,3943,9350.611,9350.611,155.52,0.62468576
54,53,3.8,64.8,1.093,151,64.08825,64.08825,0,1,130,19.206877,19.206877,0,1,122,47.03725,47.03725,0,1,132,40.37364,40.37364,0,1,137,46.253296,46.253296,0,1,146,36.649857,36.649857,0,1,1827,2577.086,2577.086,64.8,0.5461286
55,54,13.166667,77.76,1.093,117,20.18682,20.18682,0,1,126,32.338108,32.338108,0,1,107,2.3518624,2.3518624,0,1,132,45.077362,45.077362,0,1,129,49.977077,49.977077,0,1,139,20.970774,20.970774,0,1,1493,2178.2166,2178.2166,77.76,0.43299732
56,55,23.901516,1710.72,1.145,1941,6943.482,6943.482,168.48,0.8247439,30533,142404.1,142404.1,583.2,0.8727877,1663,10133.587,10133.587,194.4,0.73606163,3214,12191.467,12191.467,207.36,0.8638609,1892,9255.951,9255.951,181.44,0.8457373,65535,735138.3,735138.3,1710.72,0.37809464,5351,22752.71,22752.71,259.2,0.91247433
57,56,24.166666,77.76,1.161,135,94.46648,94.46648,0,1,124,22.930658,22.930658,0,1,111,23.518625,23.518625,0,1,134,18.618912,18.618912,0,1,138,17.834957,17.834957,0,1,141,14.895129,14.895129,0,1,1594,2163.7234,2163.7234,77.76,0.30547443
58,57,12.6,64.8,1.174,189,181.68138,181.68138,25.92,0,126,20.774786,20.774786,0,1,111,15.483094,15.483094,0,1,132,22.538681,22.538681,0,1,132,37.237823,37.237823,0,1,142,30.378223,30.378223,0,1,834,1284.7048,1284.7048,51.84,0.6555558
59,58,33.101448,3576.96,1.182,5720,32445.51,32445.51,311.04,0.9065154,60451,505130.66,505130.66,1308.96,0.9422207,3879,32198.957,32198.957,375.84,0.79354525,5556,39741.97,39741.97,375.84,0.94638985,4185,29264.813,29264.813,375.84,0.91345376,65535,1937396.1,1937396.1,3576.96,0.58845717,21369,106544.664,106544.664,440.64,0.8527908
60,59,4.25,51.84,1.189,230,166.87242,166.87242,12.96,1,125,25.748276,25.748276,0,1,115,31.448277,31.448277,0,1,133,22.996552,22.996552,0,1,125,15.527586,15.527586,0,1,142,15.92069,15.92069,0,1,1507,1611.331,1611.331,51.84,0.3837249
61,60,12.5,51.84,1.196,119,35.669914,35.669914,0,1,126,20.774786,20.774786,0,1,108,11.955301,11.955301,0,1,136,30.7702,30.7702,0,1,121,-3.7237823,-3.7237823,0,1,136,1.7638968,1.7638968,0,1,1377,2002.6108,2002.6108,51.84,0.48030615
62,61,12.8,129.6,1.248,186,358.51035,358.51035,25.92,0,122,37.934483,37.934483,0,1,114,42.848274,42.848274,0,1,135,37.934483,37.934483,0,1,127,52.872414,52.872414,0,1,148,46.779312,46.779312,0,1,1621,7292.855,7292.855,129.6,0.5470358
63,62,14.25,51.84,1.262,120,32.926075,32.926075,0,1,126,18.514917,18.514917,0,1,114,24.694555,24.694555,0,1,131,18.226934,18.226934,0,1,129,17.834957,17.834957,0,1,142,9.211461,9.211461,0,1,1734,1921.2756,1921.2756,51.84,0.97601426
64,63,11.5,51.84,1.262,121,37.6298,37.6298,0,1,120,12.935244,12.935244,0,1,109,15.483094,15.483094,0,1,134,20.382809,20.382809,0,1,129,9.995416,9.995416,0,1,144,21.754728,21.754728,0,1,872,1260.9902,1260.9902,51.84,0.64171404
65,64,22.846153,168.48,1.278,420,807.0808,807.0808,38.88,0,130,88.39083,88.39083,0,1,116,93.29054,93.29054,0,1,138,113.86934,113.86934,0,1,152,67.22407,67.22407,0,1,145,66.048134,66.048134,0,1,1999,8565.44,8565.44,168.48,0.40023205
66,65,25.09091,142.56,1.299,237,461.749,461.749,38.88,0,125,16.463037,16.463037,0,1,115,85.05903,85.05903,0,1,136,93.68252,93.68252,0,1,148,72.90774,72.90774,0,1,147,36.25788,36.25788,0,1,2874,8341.437,8341.437,142.56,0.31793156
67,66,11.5,51.84,1.337,115,16.659025,16.659025,0,1,123,16.07106,16.07106,0,1,112,25.47851,25.47851,0,1,132,12.151289,12.151289,0,1,129,26.458452,26.458452,0,1,140,11.955301,11.955301,0,1,1041,1239.0396,1239.0396,51.84,0.6515042
68,67,9,103.68,1.379,239,301.62637,301.62637,25.92,0,124,25.086533,25.086533,0,1,120,39.981663,39.981663,0,1,142,46.84126,46.84126,0,1,130,38.217766,38.217766,0,1,142,45.861317,45.861317,0,1,1009,1887.3696,1887.3696,103.68,0.4415303
69,68,26.8,64.8,1.387,521,626.1834,626.1834,38.88,0.80396765,126,8.819485,8.819485,0,1,114,42.529514,42.529514,0,1,133,33.71003,33.71003,0,1,147,55.07278,55.07278,0,1,152,60.756447,60.756447,0,1,1273,3159.2993,3159.2993,51.84,0.9597397
70,69,12.333333,38.88,1.402,215,152.70306,152.70306,12.96,1,128,23.714613,23.714613,0,1,105,8.03553,8.03553,0,1,129,12.739255,12.739255,0,1,135,25.47851,25.47851,0,1,142,13.915186,13.915186,0,1,1173,1300.1439,1300.1439,25.92,0
71,70,21.5,51.84,1.424,123,36.25788,36.25788,0,1,127,13.915186,13.915186,0,1,107,13.327221,13.327221,0,1,135,29.790258,29.790258,0,1,132,24.302578,24.302578,0,1,140,9.211461,9.211461,0,1,1593,1878.5502,1878.5502,51.84,0.65394396
72,71,25.90909,142.56,1.454,207,459.39713,459.39713,38.88,0.23850597,124,27.830372,27.830372,0,1,115,66.83209,66.83209,0,1,134,66.048134,66.048134,0,1,142,57.81662,57.81662,0,1,155,85.64699,85.64699,0,1,2462,6910.9478,6910.9478,129.6,0.8739557
73,72,30.1,129.6,1.468,254,537.4006,537.4006,25.92,0,125,32.338108,32.338108,0,1,118,59.580517,59.580517,0,1,132,54.288826,54.288826,0,1,141,62.324356,62.324356,0,1,145,58.012608,58.012608,0,1,2160,5684.2554,5684.2554,103.68,0.7441677
74,73,9.5,51.84,1.49,256,337.28275,337.28275,38.88,0.40433136,122,9.827586,9.827586,0,1,115,20.637932,20.637932,0,1,131,20.048275,20.048275,0,1,130,22.996552,22.996552,0,1,134,4.7172413,4.7172413,0,1,1244,1998.3774,1998.3774,38.88,0.14168656
75,74,9.6,64.8,1.505,176,146.03793,146.03793,12.96,1,125,17.493103,17.493103,0,1,113,18.868965,18.868965,0,1,132,19.851725,19.851725,0,1,128,19.26207,19.26207,0,1,147,25.944828,25.944828,0,1,738,1819.4352,1819.4352,64.8,0.83663905
76,75,22.12381,2721.6,1.505,3953,18003.154,18003.154,181.44,0.566354,65535,286468.63,286468.63,764.64,0.7420924,3584,19020.508,19020.508,246.24,0.6803647,5824,23390.244,23390.244,233.28,0.80025464,3842,17260.78,17260.78,220.32,0.79539144,65535,1318117.9,1318117.9,2721.6,0.33531323,19653,65759.88,65759.88,401.76,0.6530118
77,76,21,129.6,1.513,234,450.18567,450.18567,51.84,0.6593466,130,39.981663,39.981663,0,1,120,90.93868,90.93868,0,1,137,92.50659,92.50659,0,1,134,63.892265,63.892265,0,1,152,103.28596,103.28596,0,1,3483,7555.75,7555.75,129.6,0.56514126
78,77,2,51.84,1.519,231,179.5255,179.5255,12.96,1,126,11.759313,11.759313,0,1,135,32.14212,32.14212,0,1,134,41.549572,41.549572,0,1,123,6.467622,6.467622,0,1,137,17.051003,17.051003,0,1,2979,1976.5532,1976.5532,38.88,0.4862614
79,78,21.571428,90.72,1.541,181,187.36504,187.36504,12.96,1,132,53.70086,53.70086,0,1,117,50.761032,50.761032,0,1,140,81.72722,81.72722,0,1,139,69.77192,69.77192,0,1,178,92.50659,92.50659,0,1,1346,3402.361,3402.361,90.72,0.8274444
80,79,21.5,51.84,1.563,122,37.6298,37.6298,0,1,133,34.493984,34.493984,0,1,112,17.051003,17.051003,0,1,133,27.04642,27.04642,0,1,130,19.794842,19.794842,0,1,141,20.18682,20.18682,0,1,1149,2261.5117,2261.5117,51.84,0.7633333
81,80,6.5,51.84,1.601,189,130.52837,130.52837,12.96,1,118,1.3719198,1.3719198,0,1,110,8.623496,8.623496,0,1,143,41.157593,41.157593,0,1,128,22.146706,22.146706,0,1,136,-1.5679083,-1.5679083,0,1,1615,2875.776,2875.776,51.84,0.48615947
82,81,8.4,64.8,1.601,141,107.79369,107.79369,0,1,120,13.719197,13.719197,0,1,114,19.01089,19.01089,0,1,128,21.362751,21.362751,0,1,132,19.206877,19.206877,0,1,156,98.58224,98.58224,0,1,575,1251.3868,1251.3868,64.8,0.8997545
83,82,7.8333335,77.76,1.615,117,35.27794,35.27794,0,1,121,10.975358,10.975358,0,1,116,27.830372,27.830372,0,1,132,32.338108,32.338108,0,1,133,25.6745,25.6745,0,1,142,28.614326,28.614326,0,1,2134,2750.111,2750.111,77.76,0.60117286
84,83,9.4,64.8,1.615,199,207.55186,207.55186,12.96,1,125,14.895129,14.895129,0,1,111,30.966188,30.966188,0,1,136,38.217766,38.217766,0,1,127,16.659025,16.659025,0,1,141,38.80573,38.80573,0,1,1996,3113.866,3113.866,64.8,0.38397896
85,84,15.5,51.84,1.622,136,61.344414,61.344414,0,1,129,25.47851,25.47851,0,1,112,28.418339,28.418339,0,1,129,5.8796563,5.8796563,0,1,132,37.825787,37.825787,0,1,142,11.955301,11.955301,0,1,1372,2289.1462,2289.1462,51.84,0.37022117
86,85,23,90.72,1.63,312,582.47797,582.47797,51.84,0.75655407,139,44.881374,44.881374,0,1,118,69.77192,69.77192,0,1,134,52.13295,52.13295,0,1,140,46.05731,46.05731,0,1,143,29.202291,29.202291,0,1,972,1882.6659,1882.6659,51.84,0.7824765
87,86,9.5,51.84,1.637,121,25.870487,25.870487,0,1,126,35.669914,35.669914,0,1,112,6.467622,6.467622,0,1,130,20.774786,20.774786,0,1,130,25.47851,25.47851,0,1,148,25.086533,25.086533,0,1,961,1242.1754,1242.1754,51.84,0.64235944
